Div,Date,Time,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,HS,AS,HST,AST,HC,AC,HF,AF,HY,AY,HR,AR,Season,Prev_Season,Market_Value_Home,Market_Value_Away,Strength_Rank_Based_Home,Pythagorean_Exp_Home,Avg_Goals_Scored_Home,Home_Dependency_Home,Strength_Rank_Based_Away,Pythagorean_Exp_Away,Avg_Goals_Scored_Away,Home_Dependency_Away,Target,Log_Market_Value_Home,Log_Market_Value_Away
F1,07/12/2019,19:00,Nice,Metz,4.0,1.0,H,2.0,0.0,H,14.0,18.0,5.0,3.0,2.0,4.0,8.0,13.0,0.0,2.0,0.0,0.0,2019-2020,2018-2019,10.0,10.0,0.6666666666666667,0.4235294117647059,0.7894736842105263,0.6071428571428571,0.05,0.3,0.8,0.5,1.0,2.3978952727983707,2.3978952727983707
F1,07/12/2019,19:00,Rennes,Angers,2.0,1.0,H,1.0,0.0,H,8.0,12.0,3.0,1.0,4.0,4.0,15.0,12.0,3.0,1.0,0.0,0.0,2019-2020,2018-2019,10.0,10.0,0.5238095238095238,0.5280153604468494,1.4473684210526316,0.5961538461538461,0.3809523809523809,0.4463915148720314,1.1578947368421053,0.5217391304347826,1.0,2.3978952727983707,2.3978952727983707
F1,07/12/2019,19:00,Strasbourg,Toulouse,4.0,2.0,H,2.0,1.0,H,18.0,14.0,7.0,9.0,3.0,5.0,10.0,7.0,0.0,1.0,0.0,0.0,2019-2020,2018-2019,10.0,10.0,0.4761904761904761,0.5935074100211715,1.5263157894736843,0.5306122448979592,0.2380952380952381,0.2738042020563254,0.9210526315789472,0.5526315789473685,1.0,2.3978952727983707,2.3978952727983707
F1,08/12/2019,14:00,Reims,St Etienne,3.0,1.0,H,1.0,0.0,H,10.0,11.0,3.0,4.0,1.0,2.0,10.0,14.0,2.0,2.0,0.0,0.0,2019-2020,2018-2019,10.0,10.0,0.6190476190476191,0.4630136986301369,1.0263157894736843,0.5636363636363636,0.8095238095238095,0.6743510267338241,1.5526315789473684,0.6212121212121212,1.0,2.3978952727983707,2.3978952727983707
F1,08/12/2019,16:00,Nantes,Dijon,1.0,0.0,H,0.0,0.0,D,17.0,5.0,6.0,1.0,9.0,1.0,12.0,14.0,1.0,2.0,0.0,0.0,2019-2020,2018-2019,10.0,10.0,0.4285714285714286,0.5,1.263157894736842,0.6458333333333334,0.1428571428571429,0.210699408024556,0.8157894736842105,0.6470588235294118,1.0,2.3978952727983707,2.3978952727983707
F1,08/12/2019,20:00,Marseille,Bordeaux,3.0,1.0,H,0.0,1.0,A,25.0,3.0,6.0,2.0,7.0,0.0,10.0,9.0,2.0,1.0,0.0,0.0,2019-2020,2018-2019,10.0,10.0,0.7619047619047619,0.5710659898477157,1.5789473684210529,0.6065573770491803,0.3333333333333333,0.3958904109589041,0.8947368421052632,0.6585365853658537,1.0,2.3978952727983707,2.3978952727983707
F1,13/12/2019,19:45,Lille,Montpellier,2.0,1.0,H,1.0,0.0,H,14.0,10.0,9.0,4.0,4.0,5.0,13.0,15.0,3.0,1.0,0.0,0.0,2019-2020,2018-2019,10.0,10.0,0.9047619047619048,0.8093821109749694,1.7894736842105263,0.5733333333333334,0.7142857142857143,0.6142575989503608,1.394736842105263,0.5423728813559322,1.0,2.3978952727983707,2.3978952727983707
F1,14/12/2019,16:30,Metz,Marseille,1.0,1.0,D,1.0,0.0,H,6.0,16.0,3.0,5.0,1.0,7.0,15.0,13.0,4.0,1.0,0.0,0.0,2019-2020,2018-2019,10.0,10.0,0.05,0.3,0.8,0.5,0.7619047619047619,0.5710659898477157,1.5789473684210529,0.6065573770491803,0.5,2.3978952727983707,2.3978952727983707
F1,14/12/2019,19:00,Amiens,Dijon,1.0,1.0,D,1.0,1.0,D,6.0,10.0,2.0,5.0,5.0,3.0,15.0,8.0,1.0,3.0,0.0,0.0,2019-2020,2018-2019,10.0,10.0,0.2857142857142857,0.2622100954979536,0.8157894736842105,0.6842105263157895,0.1428571428571429,0.210699408024556,0.8157894736842105,0.6470588235294118,0.5,2.3978952727983707,2.3978952727983707
F1,14/12/2019,19:00,Angers,Monaco,0.0,0.0,D,0.0,0.0,D,10.0,7.0,5.0,2.0,7.0,6.0,16.0,15.0,4.0,3.0,0.0,0.0,2019-2020,2018-2019,10.0,10.0,0.3809523809523809,0.4463915148720314,1.1578947368421053,0.5217391304347826,0.1904761904761904,0.3076923076923077,1.0,0.5,0.5,2.3978952727983707,2.3978952727983707
F1,14/12/2019,19:00,Brest,Nice,0.0,0.0,D,0.0,0.0,D,16.0,15.0,4.0,7.0,5.0,6.0,13.0,11.0,3.0,2.0,0.0,0.0,2019-2020,2018-2019,10.0,10.0,0.05,0.3,0.8,0.5,0.6666666666666667,0.4235294117647059,0.7894736842105263,0.6071428571428571,0.5,2.3978952727983707,2.3978952727983707
F1,14/12/2019,19:00,Nimes,Nantes,0.0,1.0,A,0.0,1.0,A,16.0,10.0,4.0,5.0,9.0,3.0,17.0,21.0,0.0,3.0,0.0,0.0,2019-2020,2018-2019,10.0,10.0,0.5714285714285714,0.4913050052926054,1.5,0.6037735849056604,0.4285714285714286,0.5,1.263157894736842,0.6458333333333334,0.0,2.3978952727983707,2.3978952727983707
F1,14/12/2019,19:00,Toulouse,Reims,0.0,1.0,A,0.0,1.0,A,9.0,10.0,5.0,4.0,4.0,8.0,17.0,14.0,0.0,2.0,0.0,0.0,2019-2020,2018-2019,10.0,10.0,0.2380952380952381,0.2738042020563254,0.9210526315789472,0.5526315789473685,0.6190476190476191,0.4630136986301369,1.0263157894736843,0.5636363636363636,0.0,2.3978952727983707,2.3978952727983707
F1,15/12/2019,14:00,Bordeaux,Strasbourg,0.0,1.0,A,0.0,1.0,A,13.0,7.0,3.0,4.0,5.0,7.0,12.0,13.0,3.0,2.0,0.0,0.0,2019-2020,2018-2019,10.0,10.0,0.3333333333333333,0.3958904109589041,0.8947368421052632,0.6585365853658537,0.4761904761904761,0.5935074100211715,1.5263157894736843,0.5306122448979592,0.0,2.3978952727983707,2.3978952727983707
F1,15/12/2019,16:00,Lyon,Rennes,0.0,1.0,A,0.0,0.0,D,10.0,12.0,3.0,6.0,5.0,7.0,20.0,15.0,3.0,3.0,0.0,0.0,2019-2020,2018-2019,10.0,10.0,0.8571428571428572,0.6892671261780842,1.8421052631578947,0.5555555555555556,0.5238095238095238,0.5280153604468494,1.4473684210526316,0.5961538461538461,0.0,2.3978952727983707,2.3978952727983707
F1,15/12/2019,20:00,St Etienne,Paris SG,0.0,4.0,A,0.0,2.0,A,11.0,21.0,2.0,13.0,5.0,2.0,4.0,9.0,1.0,1.0,1.0,0.0,2019-2020,2018-2019,10.0,10.0,0.8095238095238095,0.6743510267338241,1.5526315789473684,0.6212121212121212,0.9523809523809524,0.9,2.763157894736842,0.5824175824175825,0.0,2.3978952727983707,2.3978952727983707
F1,21/12/2019,19:45,Dijon,Metz,2.0,2.0,D,2.0,1.0,H,19.0,9.0,5.0,3.0,3.0,5.0,13.0,10.0,2.0,3.0,0.0,1.0,2019-2020,2018-2019,10.0,10.0,0.1428571428571429,0.210699408024556,0.8157894736842105,0.6470588235294118,0.05,0.3,0.8,0.5,0.5,2.3978952727983707,2.3978952727983707
F1,21/12/2019,19:45,Marseille,Nimes,3.0,1.0,H,0.0,0.0,D,19.0,12.0,9.0,5.0,7.0,4.0,12.0,8.0,3.0,2.0,0.0,0.0,2019-2020,2018-2019,10.0,10.0,0.7619047619047619,0.5710659898477157,1.5789473684210529,0.6065573770491803,0.5714285714285714,0.4913050052926054,1.5,0.6037735849056604,1.0,2.3978952727983707,2.3978952727983707
F1,21/12/2019,19:45,Monaco,Lille,5.0,1.0,H,2.0,1.0,H,15.0,9.0,6.0,4.0,5.0,6.0,10.0,15.0,5.0,1.0,1.0,0.0,2019-2020,2018-2019,10.0,10.0,0.1904761904761904,0.3076923076923077,1.0,0.5,0.9047619047619048,0.8093821109749694,1.7894736842105263,0.5733333333333334,1.0,2.3978952727983707,2.3978952727983707
F1,21/12/2019,19:45,Montpellier,Brest,4.0,0.0,H,2.0,0.0,H,17.0,17.0,6.0,4.0,3.0,2.0,12.0,15.0,1.0,1.0,0.0,0.0,2019-2020,2018-2019,10.0,10.0,0.7142857142857143,0.6142575989503608,1.394736842105263,0.5423728813559322,0.05,0.3,0.8,0.5,1.0,2.3978952727983707,2.3978952727983707
F1,21/12/2019,19:45,Nantes,Angers,1.0,2.0,A,1.0,0.0,H,9.0,13.0,1.0,7.0,5.0,4.0,15.0,6.0,1.0,0.0,0.0,0.0,2019-2020,2018-2019,10.0,10.0,0.4285714285714286,0.5,1.263157894736842,0.6458333333333334,0.3809523809523809,0.4463915148720314,1.1578947368421053,0.5217391304347826,0.0,2.3978952727983707,2.3978952727983707
F1,21/12/2019,19:45,Nice,Toulouse,3.0,0.0,H,3.0,0.0,H,15.0,8.0,5.0,0.0,12.0,4.0,9.0,18.0,1.0,4.0,0.0,0.0,2019-2020,2018-2019,10.0,10.0,0.6666666666666667,0.4235294117647059,0.7894736842105263,0.6071428571428571,0.2380952380952381,0.2738042020563254,0.9210526315789472,0.5526315789473685,1.0,2.3978952727983707,2.3978952727983707
F1,21/12/2019,19:45,Paris SG,Amiens,4.0,1.0,H,1.0,0.0,H,22.0,8.0,10.0,3.0,7.0,3.0,16.0,10.0,0.0,1.0,0.0,0.0,2019-2020,2018-2019,10.0,10.0,0.9523809523809524,0.9,2.763157894736842,0.5824175824175825,0.2857142857142857,0.2622100954979536,0.8157894736842105,0.6842105263157895,1.0,2.3978952727983707,2.3978952727983707
F1,21/12/2019,19:45,Reims,Lyon,1.0,1.0,D,1.0,1.0,D,12.0,15.0,3.0,4.0,4.0,4.0,11.0,16.0,2.0,3.0,0.0,0.0,2019-2020,2018-2019,10.0,10.0,0.6190476190476191,0.4630136986301369,1.0263157894736843,0.5636363636363636,0.8571428571428572,0.6892671261780842,1.8421052631578947,0.5555555555555556,0.5,2.3978952727983707,2.3978952727983707
F1,21/12/2019,19:45,Rennes,Bordeaux,1.0,0.0,H,0.0,0.0,D,12.0,13.0,5.0,2.0,2.0,8.0,11.0,13.0,0.0,3.0,0.0,0.0,2019-2020,2018-2019,10.0,10.0,0.5238095238095238,0.5280153604468494,1.4473684210526316,0.5961538461538461,0.3333333333333333,0.3958904109589041,0.8947368421052632,0.6585365853658537,1.0,2.3978952727983707,2.3978952727983707
F1,21/12/2019,19:45,Strasbourg,St Etienne,2.0,1.0,H,1.0,0.0,H,5.0,6.0,3.0,1.0,2.0,7.0,16.0,13.0,3.0,2.0,0.0,0.0,2019-2020,2018-2019,10.0,10.0,0.4761904761904761,0.5935074100211715,1.5263157894736843,0.5306122448979592,0.8095238095238095,0.6743510267338241,1.5526315789473684,0.6212121212121212,1.0,2.3978952727983707,2.3978952727983707
F1,10/01/2020,19:45,Rennes,Marseille,0.0,1.0,A,0.0,0.0,D,9.0,10.0,2.0,4.0,4.0,1.0,15.0,17.0,2.0,5.0,0.0,0.0,2019-2020,2018-2019,10.0,10.0,0.5238095238095238,0.5280153604468494,1.4473684210526316,0.5961538461538461,0.7619047619047619,0.5710659898477157,1.5789473684210529,0.6065573770491803,0.0,2.3978952727983707,2.3978952727983707
F1,11/01/2020,16:30,Bordeaux,Lyon,1.0,2.0,A,1.0,0.0,H,5.0,22.0,2.0,6.0,5.0,4.0,12.0,12.0,1.0,3.0,0.0,0.0,2019-2020,2018-2019,10.0,10.0,0.3333333333333333,0.3958904109589041,0.8947368421052632,0.6585365853658537,0.8571428571428572,0.6892671261780842,1.8421052631578947,0.5555555555555556,0.0,2.3978952727983707,2.3978952727983707
F1,11/01/2020,19:00,Amiens,Montpellier,1.0,2.0,A,1.0,0.0,H,7.0,11.0,3.0,4.0,4.0,1.0,18.0,13.0,2.0,1.0,0.0,0.0,2019-2020,2018-2019,10.0,10.0,0.2857142857142857,0.2622100954979536,0.8157894736842105,0.6842105263157895,0.7142857142857143,0.6142575989503608,1.394736842105263,0.5423728813559322,0.0,2.3978952727983707,2.3978952727983707
F1,11/01/2020,19:00,Angers,Nice,1.0,1.0,D,1.0,1.0,D,16.0,8.0,9.0,2.0,7.0,2.0,11.0,12.0,1.0,3.0,0.0,0.0,2019-2020,2018-2019,10.0,10.0,0.3809523809523809,0.4463915148720314,1.1578947368421053,0.5217391304347826,0.6666666666666667,0.4235294117647059,0.7894736842105263,0.6071428571428571,0.5,2.3978952727983707,2.3978952727983707
F1,11/01/2020,19:00,Metz,Strasbourg,1.0,0.0,H,0.0,0.0,D,9.0,14.0,4.0,3.0,1.0,6.0,12.0,16.0,1.0,2.0,0.0,0.0,2019-2020,2018-2019,10.0,10.0,0.05,0.3,0.8,0.5,0.4761904761904761,0.5935074100211715,1.5263157894736843,0.5306122448979592,1.0,2.3978952727983707,2.3978952727983707
F1,11/01/2020,19:00,Nimes,Reims,2.0,0.0,H,1.0,0.0,H,13.0,6.0,4.0,2.0,5.0,3.0,17.0,26.0,1.0,5.0,0.0,1.0,2019-2020,2018-2019,10.0,10.0,0.5714285714285714,0.4913050052926054,1.5,0.6037735849056604,0.6190476190476191,0.4630136986301369,1.0263157894736843,0.5636363636363636,1.0,2.3978952727983707,2.3978952727983707
F1,11/01/2020,19:00,Toulouse,Brest,2.0,5.0,A,2.0,1.0,H,12.0,15.0,5.0,9.0,5.0,6.0,19.0,10.0,1.0,0.0,0.0,0.0,2019-2020,2018-2019,10.0,10.0,0.2380952380952381,0.2738042020563254,0.9210526315789472,0.5526315789473685,0.05,0.3,0.8,0.5,0.0,2.3978952727983707,2.3978952727983707
F1,12/01/2020,14:00,St Etienne,Nantes,0.0,2.0,A,0.0,1.0,A,10.0,11.0,1.0,4.0,2.0,1.0,14.0,10.0,2.0,1.0,0.0,0.0,2019-2020,2018-2019,10.0,10.0,0.8095238095238095,0.6743510267338241,1.5526315789473684,0.6212121212121212,0.4285714285714286,0.5,1.263157894736842,0.6458333333333334,0.0,2.3978952727983707,2.3978952727983707
F1,12/01/2020,16:00,Dijon,Lille,1.0,0.0,H,0.0,0.0,D,15.0,12.0,7.0,6.0,2.0,7.0,11.0,20.0,2.0,4.0,1.0,1.0,2019-2020,2018-2019,10.0,10.0,0.1428571428571429,0.210699408024556,0.8157894736842105,0.6470588235294118,0.9047619047619048,0.8093821109749694,1.7894736842105263,0.5733333333333334,1.0,2.3978952727983707,2.3978952727983707
F1,12/01/2020,20:00,Paris SG,Monaco,3.0,3.0,D,3.0,2.0,H,13.0,16.0,6.0,6.0,7.0,7.0,6.0,9.0,0.0,3.0,0.0,0.0,2019-2020,2018-2019,10.0,10.0,0.9523809523809524,0.9,2.763157894736842,0.5824175824175825,0.1904761904761904,0.3076923076923077,1.0,0.5,0.5,2.3978952727983707,2.3978952727983707
F1,15/01/2020,18:00,Amiens,Reims,1.0,1.0,D,0.0,1.0,A,6.0,6.0,3.0,1.0,2.0,1.0,26.0,16.0,1.0,3.0,0.0,0.0,2019-2020,2018-2019,10.0,10.0,0.2857142857142857,0.2622100954979536,0.8157894736842105,0.6842105263157895,0.6190476190476191,0.4630136986301369,1.0263157894736843,0.5636363636363636,0.5,2.3978952727983707,2.3978952727983707
F1,15/01/2020,18:00,Nimes,Rennes,0.0,1.0,A,0.0,0.0,D,6.0,8.0,1.0,2.0,3.0,2.0,23.0,20.0,1.0,3.0,0.0,0.0,2019-2020,2018-2019,10.0,10.0,0.5714285714285714,0.4913050052926054,1.5,0.6037735849056604,0.5238095238095238,0.5280153604468494,1.4473684210526316,0.5961538461538461,0.0,2.3978952727983707,2.3978952727983707
F1,15/01/2020,20:00,Monaco,Paris SG,1.0,4.0,A,0.0,2.0,A,13.0,17.0,4.0,12.0,3.0,5.0,9.0,14.0,2.0,3.0,0.0,0.0,2019-2020,2018-2019,10.0,10.0,0.1904761904761904,0.3076923076923077,1.0,0.5,0.9523809523809524,0.9,2.763157894736842,0.5824175824175825,0.0,2.3978952727983707,2.3978952727983707
F1,24/01/2020,19:45,Nice,Rennes,1.0,1.0,D,0.0,0.0,D,23.0,21.0,4.0,5.0,9.0,8.0,13.0,14.0,0.0,1.0,0.0,0.0,2019-2020,2018-2019,10.0,10.0,0.6666666666666667,0.4235294117647059,0.7894736842105263,0.6071428571428571,0.5238095238095238,0.5280153604468494,1.4473684210526316,0.5961538461538461,0.5,2.3978952727983707,2.3978952727983707
F1,25/01/2020,16:30,Marseille,Angers,0.0,0.0,D,0.0,0.0,D,9.0,4.0,2.0,0.0,4.0,2.0,17.0,13.0,1.0,2.0,0.0,0.0,2019-2020,2018-2019,10.0,10.0,0.7619047619047619,0.5710659898477157,1.5789473684210529,0.6065573770491803,0.3809523809523809,0.4463915148720314,1.1578947368421053,0.5217391304347826,0.5,2.3978952727983707,2.3978952727983707
F1,25/01/2020,19:00,Brest,Amiens,2.0,1.0,H,0.0,0.0,D,10.0,8.0,3.0,3.0,2.0,7.0,13.0,17.0,2.0,4.0,0.0,0.0,2019-2020,2018-2019,10.0,10.0,0.05,0.3,0.8,0.5,0.2857142857142857,0.2622100954979536,0.8157894736842105,0.6842105263157895,1.0,2.3978952727983707,2.3978952727983707
F1,25/01/2020,19:00,Monaco,Strasbourg,1.0,3.0,A,0.0,1.0,A,12.0,11.0,3.0,7.0,5.0,5.0,8.0,9.0,1.0,0.0,0.0,0.0,2019-2020,2018-2019,10.0,10.0,0.1904761904761904,0.3076923076923077,1.0,0.5,0.4761904761904761,0.5935074100211715,1.5263157894736843,0.5306122448979592,0.0,2.3978952727983707,2.3978952727983707
F1,25/01/2020,19:00,Montpellier,Dijon,2.0,1.0,H,0.0,0.0,D,16.0,6.0,5.0,2.0,3.0,1.0,16.0,15.0,2.0,2.0,0.0,1.0,2019-2020,2018-2019,10.0,10.0,0.7142857142857143,0.6142575989503608,1.394736842105263,0.5423728813559322,0.1428571428571429,0.210699408024556,0.8157894736842105,0.6470588235294118,1.0,2.3978952727983707,2.3978952727983707
F1,25/01/2020,19:00,Reims,Metz,0.0,1.0,A,0.0,1.0,A,16.0,7.0,2.0,4.0,11.0,1.0,11.0,9.0,1.0,1.0,0.0,0.0,2019-2020,2018-2019,10.0,10.0,0.6190476190476191,0.4630136986301369,1.0263157894736843,0.5636363636363636,0.05,0.3,0.8,0.5,0.0,2.3978952727983707,2.3978952727983707
F1,25/01/2020,19:00,St Etienne,Nimes,2.0,1.0,H,2.0,1.0,H,13.0,12.0,6.0,4.0,6.0,5.0,19.0,16.0,3.0,2.0,0.0,0.0,2019-2020,2018-2019,10.0,10.0,0.8095238095238095,0.6743510267338241,1.5526315789473684,0.6212121212121212,0.5714285714285714,0.4913050052926054,1.5,0.6037735849056604,1.0,2.3978952727983707,2.3978952727983707
F1,26/01/2020,14:00,Lyon,Toulouse,3.0,0.0,H,1.0,0.0,H,13.0,10.0,5.0,4.0,8.0,2.0,8.0,5.0,0.0,1.0,0.0,0.0,2019-2020,2018-2019,10.0,10.0,0.8571428571428572,0.6892671261780842,1.8421052631578947,0.5555555555555556,0.2380952380952381,0.2738042020563254,0.9210526315789472,0.5526315789473685,1.0,2.3978952727983707,2.3978952727983707
F1,26/01/2020,16:00,Nantes,Bordeaux,0.0,1.0,A,0.0,0.0,D,7.0,11.0,0.0,2.0,0.0,2.0,11.0,14.0,3.0,2.0,1.0,0.0,2019-2020,2018-2019,10.0,10.0,0.4285714285714286,0.5,1.263157894736842,0.6458333333333334,0.3333333333333333,0.3958904109589041,0.8947368421052632,0.6585365853658537,0.0,2.3978952727983707,2.3978952727983707
F1,26/01/2020,20:00,Lille,Paris SG,0.0,2.0,A,0.0,1.0,A,9.0,12.0,2.0,5.0,6.0,3.0,20.0,10.0,3.0,1.0,0.0,0.0,2019-2020,2018-2019,10.0,10.0,0.9047619047619048,0.8093821109749694,1.7894736842105263,0.5733333333333334,0.9523809523809524,0.9,2.763157894736842,0.5824175824175825,0.0,2.3978952727983707,2.3978952727983707
F1,31/01/2020,19:45,Rennes,Nantes,3.0,2.0,H,0.0,0.0,D,13.0,8.0,9.0,5.0,5.0,5.0,13.0,17.0,5.0,4.0,0.0,0.0,2019-2020,2018-2019,10.0,10.0,0.5238095238095238,0.5280153604468494,1.4473684210526316,0.5961538461538461,0.4285714285714286,0.5,1.263157894736842,0.6458333333333334,1.0,2.3978952727983707,2.3978952727983707
F1,01/02/2020,16:30,Paris SG,Montpellier,5.0,0.0,H,3.0,0.0,H,20.0,6.0,9.0,2.0,12.0,2.0,16.0,16.0,4.0,4.0,0.0,2.0,2019-2020,2018-2019,10.0,10.0,0.9523809523809524,0.9,2.763157894736842,0.5824175824175825,0.7142857142857143,0.6142575989503608,1.394736842105263,0.5423728813559322,1.0,2.3978952727983707,2.3978952727983707
F1,01/02/2020,19:00,Amiens,Toulouse,0.0,0.0,D,0.0,0.0,D,9.0,12.0,4.0,1.0,8.0,4.0,14.0,15.0,3.0,2.0,0.0,0.0,2019-2020,2018-2019,10.0,10.0,0.2857142857142857,0.2622100954979536,0.8157894736842105,0.6842105263157895,0.2380952380952381,0.2738042020563254,0.9210526315789472,0.5526315789473685,0.5,2.3978952727983707,2.3978952727983707
F1,01/02/2020,19:00,Angers,Reims,1.0,4.0,A,1.0,1.0,D,15.0,12.0,4.0,4.0,2.0,4.0,15.0,13.0,1.0,2.0,0.0,0.0,2019-2020,2018-2019,10.0,10.0,0.3809523809523809,0.4463915148720314,1.1578947368421053,0.5217391304347826,0.6190476190476191,0.4630136986301369,1.0263157894736843,0.5636363636363636,0.0,2.3978952727983707,2.3978952727983707
F1,01/02/2020,19:00,Dijon,Brest,3.0,0.0,H,2.0,0.0,H,12.0,19.0,5.0,4.0,6.0,6.0,9.0,17.0,0.0,1.0,0.0,0.0,2019-2020,2018-2019,10.0,10.0,0.1428571428571429,0.210699408024556,0.8157894736842105,0.6470588235294118,0.05,0.3,0.8,0.5,1.0,2.3978952727983707,2.3978952727983707
F1,01/02/2020,19:00,Nimes,Monaco,3.0,1.0,H,1.0,1.0,D,22.0,6.0,8.0,4.0,7.0,1.0,13.0,10.0,4.0,3.0,0.0,2.0,2019-2020,2018-2019,10.0,10.0,0.5714285714285714,0.4913050052926054,1.5,0.6037735849056604,0.1904761904761904,0.3076923076923077,1.0,0.5,1.0,2.3978952727983707,2.3978952727983707
F1,01/02/2020,19:00,Strasbourg,Lille,1.0,2.0,A,1.0,0.0,H,13.0,9.0,3.0,4.0,3.0,7.0,12.0,22.0,1.0,4.0,0.0,0.0,2019-2020,2018-2019,10.0,10.0,0.4761904761904761,0.5935074100211715,1.5263157894736843,0.5306122448979592,0.9047619047619048,0.8093821109749694,1.7894736842105263,0.5733333333333334,0.0,2.3978952727983707,2.3978952727983707
F1,02/02/2020,14:00,Nice,Lyon,2.0,1.0,H,1.0,1.0,D,12.0,14.0,7.0,7.0,4.0,10.0,17.0,9.0,3.0,2.0,1.0,1.0,2019-2020,2018-2019,10.0,10.0,0.6666666666666667,0.4235294117647059,0.7894736842105263,0.6071428571428571,0.8571428571428572,0.6892671261780842,1.8421052631578947,0.5555555555555556,1.0,2.3978952727983707,2.3978952727983707
F1,02/02/2020,16:00,Metz,St Etienne,3.0,1.0,H,1.0,0.0,H,10.0,17.0,6.0,7.0,3.0,8.0,11.0,18.0,0.0,2.0,0.0,0.0,2019-2020,2018-2019,10.0,10.0,0.05,0.3,0.8,0.5,0.8095238095238095,0.6743510267338241,1.5526315789473684,0.6212121212121212,1.0,2.3978952727983707,2.3978952727983707
F1,02/02/2020,20:00,Bordeaux,Marseille,0.0,0.0,D,0.0,0.0,D,12.0,16.0,3.0,4.0,3.0,10.0,10.0,14.0,2.0,2.0,0.0,0.0,2019-2020,2018-2019,10.0,10.0,0.3333333333333333,0.3958904109589041,0.8947368421052632,0.6585365853658537,0.7619047619047619,0.5710659898477157,1.5789473684210529,0.6065573770491803,0.5,2.3978952727983707,2.3978952727983707
F1,04/02/2020,18:00,Lille,Rennes,1.0,0.0,H,1.0,0.0,H,14.0,11.0,3.0,4.0,5.0,2.0,15.0,16.0,3.0,1.0,0.0,0.0,2019-2020,2018-2019,10.0,10.0,0.9047619047619048,0.8093821109749694,1.7894736842105263,0.5733333333333334,0.5238095238095238,0.5280153604468494,1.4473684210526316,0.5961538461538461,1.0,2.3978952727983707,2.3978952727983707
F1,04/02/2020,18:00,Monaco,Angers,1.0,0.0,H,1.0,0.0,H,6.0,16.0,3.0,4.0,1.0,8.0,13.0,8.0,2.0,2.0,0.0,0.0,2019-2020,2018-2019,10.0,10.0,0.1904761904761904,0.3076923076923077,1.0,0.5,0.3809523809523809,0.4463915148720314,1.1578947368421053,0.5217391304347826,1.0,2.3978952727983707,2.3978952727983707
F1,04/02/2020,20:05,Nantes,Paris SG,1.0,2.0,A,0.0,1.0,A,15.0,19.0,5.0,7.0,4.0,7.0,9.0,21.0,2.0,4.0,0.0,0.0,2019-2020,2018-2019,10.0,10.0,0.4285714285714286,0.5,1.263157894736842,0.6458333333333334,0.9523809523809524,0.9,2.763157894736842,0.5824175824175825,0.0,2.3978952727983707,2.3978952727983707
F1,05/02/2020,18:00,Brest,Bordeaux,1.0,1.0,D,0.0,1.0,A,17.0,13.0,3.0,5.0,8.0,5.0,14.0,5.0,2.0,0.0,1.0,0.0,2019-2020,2018-2019,10.0,10.0,0.05,0.3,0.8,0.5,0.3333333333333333,0.3958904109589041,0.8947368421052632,0.6585365853658537,0.5,2.3978952727983707,2.3978952727983707
F1,05/02/2020,18:00,Lyon,Amiens,0.0,0.0,D,0.0,0.0,D,10.0,7.0,3.0,2.0,5.0,3.0,8.0,14.0,1.0,2.0,0.0,0.0,2019-2020,2018-2019,10.0,10.0,0.8571428571428572,0.6892671261780842,1.8421052631578947,0.5555555555555556,0.2857142857142857,0.2622100954979536,0.8157894736842105,0.6842105263157895,0.5,2.3978952727983707,2.3978952727983707
F1,05/02/2020,18:00,Montpellier,Metz,1.0,1.0,D,1.0,0.0,H,12.0,18.0,7.0,8.0,6.0,8.0,13.0,16.0,2.0,1.0,0.0,0.0,2019-2020,2018-2019,10.0,10.0,0.7142857142857143,0.6142575989503608,1.394736842105263,0.5423728813559322,0.05,0.3,0.8,0.5,0.5,2.3978952727983707,2.3978952727983707
F1,05/02/2020,18:00,Nimes,Dijon,2.0,0.0,H,2.0,0.0,H,11.0,10.0,5.0,3.0,2.0,2.0,17.0,27.0,0.0,3.0,0.0,0.0,2019-2020,2018-2019,10.0,10.0,0.5714285714285714,0.4913050052926054,1.5,0.6037735849056604,0.1428571428571429,0.210699408024556,0.8157894736842105,0.6470588235294118,1.0,2.3978952727983707,2.3978952727983707
F1,05/02/2020,18:00,Reims,Nice,1.0,1.0,D,0.0,0.0,D,15.0,5.0,4.0,4.0,9.0,6.0,11.0,7.0,2.0,0.0,0.0,0.0,2019-2020,2018-2019,10.0,10.0,0.6190476190476191,0.4630136986301369,1.0263157894736843,0.5636363636363636,0.6666666666666667,0.4235294117647059,0.7894736842105263,0.6071428571428571,0.5,2.3978952727983707,2.3978952727983707
F1,05/02/2020,18:00,Toulouse,Strasbourg,0.0,1.0,A,0.0,0.0,D,12.0,15.0,1.0,6.0,5.0,2.0,7.0,10.0,1.0,2.0,0.0,0.0,2019-2020,2018-2019,10.0,10.0,0.2380952380952381,0.2738042020563254,0.9210526315789472,0.5526315789473685,0.4761904761904761,0.5935074100211715,1.5263157894736843,0.5306122448979592,0.0,2.3978952727983707,2.3978952727983707
